,Unnamed: 0,Agency,Organization,Account Type,Character Code,Object,2015,2016 adjusted,2017 adjusted,2018 adjusted
130,130,50 -  LIBRARY,50300751 - LIB COL RES & ACCESS CENTRAL,Revenue,49 - TRANSFER IN,49124 - TRANSFER IN FROM OTHER RESTRIC,-20000.0,-19806.38766896222,0.0,0.0
131,131,62 -  COMMUNITY DEVELOPMENT,62448 - CHILD CARE SERVICES,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-19460.0,-19420.16310941745,-26364.701392171548,-18429.73942059018
132,132,62 -  COMMUNITY DEVELOPMENT,62331 - NBRHD CTRS AND CMTY GARDENS GF,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-18457.0,-18424.892129052103,-18221.886772278718,-18142.012324084422
133,133,17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,-18145.0,-18004.006391086656,-17629.31675667536,-17871.835559217772
134,134,11 -  ATTORNEY,11100 - ATTY ORDINANCE ENFORCEMENT,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-18057.01,-38579.852414600384,-5511.527577378885,-39361.21431555074
135,135,45 -  TRAFFIC ENGINEERING,45505 - TE SIGNALS MAINTENANCE,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,-17998.5,-3805.460682000718,0.0,0.0
136,136,51 -  PARKS,51190 - PARK COM REC WPCRC GENERAL,Revenue,43 - CHARGES FOR SERVICES,43520 - CATERING CONCESSIONS,-17714.67,-23914.519664126183,-26752.284539282413,-22839.24133291997
137,137,45 -  TRAFFIC ENGINEERING,45101 - TE SIGNING ADMIN,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-17452.96,-21910.776746014115,-29099.999464131088,-23839.657516337204
138,138,40 -  ENGINEERING,40113 - ENG ADMIN FLEET MAINTENANCE,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,-17247.1,-4395.374132333089,-6389.609129432633,0.0
139,139,51 -  PARKS,51160 - PARK COM REC REC SERVICES,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-16650.65,-19806.38766896222,-3041.988061543353,-3309.599177632921
140,140,40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58164 - ID BILLING TO OFFICE OF DIR PL,-16245.0,-16087.738384114564,-15752.929082078721,-15361.26818304194
141,141,50 -  LIBRARY,50100755 - LIB PUBLIC SERVICE MEADOWRIDGE,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-15975.0,-19.806387668962213,-993.9521273703102,-307.31992363734264
142,142,65 -  PLANNING,65300 - PL METROPOLITAN PLANNING ORG,Revenue,42 - INTERGOV REVENUES,42410 - OTHER UNIT OF GOV REVENUES OP,-15839.33,-8895.543861822656,-2909.1281776692012,0.0
143,143,17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,-15726.0,-15573.762624104993,-15249.649907341949,-15488.924151322068
144,144,45 -  TRAFFIC ENGINEERING,45505 - TE SIGNALS MAINTENANCE,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-15386.62,0.0,-59477.87226867907,-24841.094947500675
145,145,15 -  FINANCE,15100 - FIN ACCOUNTING,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-15240.83,-14854.790751721664,-14545.640888346003,-14183.996475569658
146,146,45 -  TRAFFIC ENGINEERING,45505 - TE SIGNALS MAINTENANCE,Expense,58 - INTER DEPART BILLING,58151 - ID BILLING TO PARKS,-15053.48,0.0,0.0,0.0
147,147,31 -  POLICE,31165 - TRAINING SERVICES GENERAL,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-14620.58,-4218.869508621131,-2141.418948676224,-3658.260722997724
148,148,17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,-14520.0,-15603.472205608436,-18804.604540453714,-19063.291263165625
149,149,40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58151 - ID BILLING TO PARKS,-14111.0,-13974.39681983629,-13683.569238363365,-13343.358284450898
150,150,30 -  FIRE,30260 - FIRE COMMUNITY EDUCATION,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-13199.5,-19534.049838513987,-20698.446984116366,-3451.439142388617
151,151,40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58132 - ID BILLING TO PUBLIC HEALTH M,-13130.0,-13002.893504673697,-12732.284324265534,-12415.724914948645
152,152,40 -  ENGINEERING,40113 - ENG ADMIN FLEET MAINTENANCE,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,-12370.17,-5432.198914027923,-5048.704678499567,0.0
153,153,45 -  TRAFFIC ENGINEERING,45505 - TE SIGNALS MAINTENANCE,Expense,58 - INTER DEPART BILLING,58144 - ID BILLING TO STREETS,-11662.7,0.0,0.0,0.0
154,154,50 -  LIBRARY,50100757 - LIB PUBLIC SERVICE PINNEY,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-11651.85,-198.06387668962216,-2463.0618570932565,-179.66395535721568
155,155,14 -  COMMON COUNCIL,14100 - COMMON COUNCIL,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-11555.65,-19222.634005194894,-19122.446188051923,-14679.48129645191
156,156,31 -  POLICE,31165 - TRAINING SERVICES GENERAL,Revenue,49 - TRANSFER IN,49123 - TRANSFER IN FROM GRANTS,-11158.05,0.0,0.0,0.0
157,157,40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,-11148.0,-11040.08048667954,-10810.32030821875,-10541.546180643372
158,158,45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58140 - ID BILLING TO ENGINEERING,-10850.86,-9715.023248432133,-8469.645473560035,-5963.765334127418
159,159,51 -  PARKS,51170 - PARK COM REC GOODMAN POOL,Revenue,43 - CHARGES FOR SERVICES,43522 - FACILITY RENTAL,-10528.06,-14753.837593772962,-11762.924027090456,-10810.597681789628
160,160,65 -  PLANNING,65112 - PL MADISON ARTS PROGRAM,Revenue,42 - INTERGOV REVENUES,42210 - STATE REVENUES OPERATING,-10510.0,-10408.256720039646,0.0,0.0
161,161,60 -  BUILDING INSPECTION,60100 - BI INSPECTION,Revenue,44 - LICENSES AND PERMITS,44290 - OTHER PERMITS,-10357.0,-11274.786180556743,-11424.14635370695,-7481.585340980478
162,162,50 -  LIBRARY,50200 - LIB COMM ENGAGE,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-10014.0,-10556.557047711,-10571.122092356862,0.0
163,163,50 -  LIBRARY,50223755 - LIB COMM ENGAGE ADULT MEA,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-10000.0,-4192.319045950888,-4848.546962782001,0.0
164,164,40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58140 - ID BILLING TO ENGINEERING,-9837.0,-9741.771774979066,-12683.798854637715,-12368.444926696744
165,165,30 -  FIRE,30240 - FIRE GENERAL PREVENTION,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-9719.22,1620.2417368717852,-5552.381434087288,-3009.342884240412
166,166,51 -  PARKS,51110 - PARK COM REC ADMIN,Revenue,43 - CHARGES FOR SERVICES,43522 - FACILITY RENTAL,-9324.0,-38199.58957774398,-156425.98456521833,-148295.98095950985
167,167,51 -  PARKS,51243 - PARK MTC CENTRAL PARKS,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-9121.0,0.0,-436.3692266503801,0.0
168,168,45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,-8821.01,-38529.583802696565,-35712.62235966384,-8603.860966118149
169,169,45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Revenue,42 - INTERGOV REVENUES,42310 - LOCAL REVENUES OPERATING,-8679.32,-4070.569180949777,-12955.249604896027,-4323.877853605607
170,170,51 -  PARKS,51242 - PARK MTC WEST PARKS,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-8675.42,-8786.093763563971,0.0,0.0
171,171,30 -  FIRE,30110723 - FIRE GEN FIELD OP EMS TRAINING,Revenue,42 - INTERGOV REVENUES,42216 - PAYMENT FOR MUNICIPAL SERVICE,-8450.0,-13369.311676549498,-13163.805003953135,-13522.076640043077
172,172,17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Revenue,42 - INTERGOV REVENUES,42410 - OTHER UNIT OF GOV REVENUES OP,-8233.75,-9679.134073975974,-17571.599653630394,-2482.199383224691
173,173,51 -  PARKS,51170 - PARK COM REC GOODMAN POOL,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-7958.3,-4279.645409183342,-4198.861063957064,-2420.735398497222
174,174,45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Revenue,43 - CHARGES FOR SERVICES,43430 - TRAFFIC PRIVATE ENTITY,-7911.98,-39100.55244322357,-29856.595823485368,-19092.36845594054
175,175,45 -  TRAFFIC ENGINEERING,45500 - TE SIGNALS,Revenue,42 - INTERGOV REVENUES,42410 - OTHER UNIT OF GOV REVENUES OP,-7799.9,-65035.53161665442,0.0,0.0
176,176,17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Revenue,43 - CHARGES FOR SERVICES,43190 - MISCELLANEOUS CHRGS FOR SERVIC,-7735.0,-20593.691578803464,-25005.168823807475,-24044.238025503168
177,177,50 -  LIBRARY,50100 - LIB PUBLIC SERVICE,Revenue,43 - CHARGES FOR SERVICES,43420 - APPLIANCE COLLECTION,-7474.61,-11763.013636596661,-315.1555525808301,0.0
178,178,50 -  LIBRARY,50100759 - LIB PUBLIC SERVICE SMB,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-7202.25,-237.67665202754662,-1129.7114423282062,-122.92796945493706
179,179,30 -  FIRE,30251 - FIRE INSPECTION TANK PROGRAM,Revenue,44 - LICENSES AND PERMITS,44245 - FIRE PERMITS,-7105.0,-6882.719714964372,-7854.646079706842,-9257.4216997218
180,180,40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58115 - ID BILLING TO FINANCE,-7072.0,-7003.53867974504,0.0,0.0
181,181,51 -  PARKS,51247 - PARK MTC PARK RANGERS,Revenue,43 - CHARGES FOR SERVICES,43510 - PARKS USE CHARGES,-6888.52,-260.55302978519796,0.0,0.0
182,182,51 -  PARKS,51160 - PARK COM REC REC SERVICES,Revenue,43 - CHARGES FOR SERVICES,43525 - ADMISSIONS,-6870.9,-14369.573866607428,-5979.189326127062,-8232.902178293753
183,183,44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,58 - INTER DEPART BILLING,58151 - ID BILLING TO PARKS,-6660.0,0.0,0.0,0.0
184,184,31 -  POLICE,31200 - POLICE SUPPORT,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-6567.78,-19367.33947350433,-12624.345971780083,-31069.193239946806
185,185,31 -  POLICE,31102 - FIELD GENERAL OVERALL,Revenue,42 - INTERGOV REVENUES,42210 - STATE REVENUES OPERATING,-6427.81,3069.990088689144,0.0,0.0
186,186,30 -  FIRE,30250 - FIRE INSPECTION GENERAL,Revenue,43 - CHARGES FOR SERVICES,43415 - INSPECT AND REINSPECT FEES,-6075.0,-10843.997248756814,-18691.148541524613,-8061.237996948757
187,187,50 -  LIBRARY,50300758 - LIB COL RES & ACCESS SEQUOYA,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-5903.75,-4736.192548146755,-2988.6831362345283,-1927.2457931192025
188,188,31 -  POLICE,31130 - NORTH,Expense,52 - BENEFITS,52711 - TUITION,-5547.7,0.0,0.0,0.0
189,189,40 -  ENGINEERING,40121 - ENG STREETS GENERAL,Expense,54 - PURCHASED SERVICES,54410 - STREET IMPROV REPAIR MAINT,-5498.23,522.0864757600096,-112.91296166926723,0.0
190,190,45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,-5388.1,-6690.122401271383,-795.9762577859956,-5717.881027224594
191,191,44 -  STREETS,44101 - ST SOLID WASTE ADMIN,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-5277.63,-26630.242799774434,-1127.2774717528896,-843.5600943927292
192,192,45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58151 - ID BILLING TO PARKS,-5246.22,-2571.780213264068,-7615.8066563202,-2464.441019637277
193,193,51 -  PARKS,51240 - PARK MTC PARKS MAINTENANCE,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-5241.96,0.0,0.0,0.0
194,194,51 -  PARKS,51110 - PARK COM REC ADMIN,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-5193.82,-4460.2202455612705,-94832.09973394801,-52551.84878195035
195,195,63 -  ECONOMIC DEVELOPMENT,63110 - EDD ECON REVITALIZATION LOANS,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-5185.07,-3048.559577231327,0.0,0.0
196,196,45 -  TRAFFIC ENGINEERING,45205 - TE STLIGHT MAINTENANCE,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-4654.17,0.0,-20296.85153628305,-19223.608247330165
197,197,50 -  LIBRARY,50300751 - LIB COL RES & ACCESS CENTRAL,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-4532.83,-3515.524876108614,-7706.183571706458,-18345.609409494748
198,198,45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58141 - ID BILLING TO FLEET SERVICES,-4469.34,-2072.3819545788547,-2463.2654960656932,-7228.883259771728
199,199,40 -  ENGINEERING,40471 - ENG FAC MAINT BUILDING MAINT,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-4405.08,-11878.554199063552,-2125.612685577555,0.0
200,200,40 -  ENGINEERING,40126 - ENG STREETS FENCE MAINTENANCE,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-4367.46,0.0,0.0,0.0
201,201,50 -  LIBRARY,50100753 - LIB PUBLIC SERVICE ASHMAN,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-4353.7,-168.3542951861789,-5983.10695207299,-420.7918954419
202,202,45 -  TRAFFIC ENGINEERING,45500 - TE SIGNALS,Expense,58 - INTER DEPART BILLING,58130 - ID BILLING TO FIRE,-4306.05,0.0,0.0,0.0
203,203,50 -  LIBRARY,50300757 - LIB COL RES & ACCESS PINNEY,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-4155.04,-2745.690200191391,-2798.38736503926,-2269.4394360911456
204,204,44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-4141.43,0.0,0.0,-21932.165302309644
205,205,50 -  LIBRARY,50300754 - LIB COL RES & ACCESS LAKEVIEW,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-4063.56,-3314.7871370836824,-3153.979799289692,-3436.1298821926525
206,206,50 -  LIBRARY,50300753 - LIB COL RES & ACCESS ASHMAN,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-3933.63,-2579.2769309967707,-2342.9342575433693,-2014.2315155050464
207,207,50 -  LIBRARY,50300751 - LIB COL RES & ACCESS CENTRAL,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-3861.87,-3008.619996496865,-2265.6484189566245,-1894.32000930058
208,208,40 -  ENGINEERING,40126 - ENG STREETS FENCE MAINTENANCE,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-3794.43,-1550.8401544797416,-969.7093925564003,-3433.765882780057
209,209,30 -  FIRE,30240 - FIRE GENERAL PREVENTION,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-3628.17,-2249.7580593482458,-1400.8615826748264,-127.25881637881099
210,210,45 -  TRAFFIC ENGINEERING,45505 - TE SIGNALS MAINTENANCE,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,-3604.55,-1764.9075924058857,0.0,0.0
211,211,51 -  PARKS,51210 - PARK MTC FOREST ADMIN,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-3590.8,-1350.3698016883404,-3687.4460274167436,-3156.44038368972
212,212,40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58150 - ID BILLING TO LIBRARY,-3537.0,-3502.759659255968,-3429.8621214719874,-3344.5863689393263
213,213,62 -  COMMUNITY DEVELOPMENT,62472 - SENIOR CENTER FOUNDATION,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-3464.01,0.0,-20971.565634529874,0.0
214,214,63 -  ECONOMIC DEVELOPMENT,63330 - EDD RE ACQUISITIONS DISPOSALS,Expense,53 - SUPPLIES,53120 - COPY PRINTING SUPPLIES,-3383.9,1693.2777914010833,4331.517308858779,274.49815579287446
215,215,50 -  LIBRARY,50400 - LIB FACILITIES,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-3363.71,-1195.5135596985597,960.50685042104,-11488.431961361799
216,216,45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58150 - ID BILLING TO LIBRARY,-3188.58,0.0,0.0,-444.43188956784934
217,217,62 -  COMMUNITY DEVELOPMENT,62112 - HOUSING ASSISTANCE GF,Revenue,42 - INTERGOV REVENUES,42410 - OTHER UNIT OF GOV REVENUES OP,-3160.0,-1886.5584254686512,-21818.461332519004,-42551.98942670898
218,218,45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58160 - ID BILLING TO BUILDING INSPEC,-3022.82,0.0,0.0,-1606.2903208700122
219,219,50 -  LIBRARY,50300759 - LIB COL RES & ACCESS SMB,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-2979.32,-2150.5676699020833,-1745.6999397618085,-1147.5609628547886
220,220,51 -  PARKS,51220 - PARK MTC FORESTRY GENERAL,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-2845.48,-3143.253916676635,-9133.537614985924,-1705.237880283586
221,221,16 -  HUMAN RESOURCES,16100 - HR SERVICES,Revenue,43 - CHARGES FOR SERVICES,43190 - MISCELLANEOUS CHRGS FOR SERVIC,-2816.25,0.0,0.0,0.0
222,222,65 -  PLANNING,65110 - PL NEIGHBORHOOD PLANNING,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-2800.0,0.0,0.0,-502.8510430518956
223,223,30 -  FIRE,30110711 - FIRE GEN FIELD OP STATION 11,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-2762.7,0.0,0.0,0.0
224,224,40 -  ENGINEERING,40471 - ENG FAC MAINT BUILDING MAINT,Revenue,43 - CHARGES FOR SERVICES,43445 - SALE OF RECYCLABLES,-2668.73,-1624.6585613219638,-3749.5850052917576,-3663.281857750076
225,225,45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58192 - ID BILLING TO CDA MANAGEMENT,-2667.67,-485.40504579709153,0.0,-132.17593515700847
226,226,45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58144 - ID BILLING TO STREETS,-2616.01,-3032.4371776687917,-2467.784341835006,-977.5137571080091
227,227,50 -  LIBRARY,50100756 - LIB PUBLIC SERVICE MONROE,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-2555.33,-198.06387668962216,0.0,0.0
228,228,51 -  PARKS,51160 - PARK COM REC REC SERVICES,Revenue,43 - CHARGES FOR SERVICES,43531 - LESSONS,-2374.17,-5108.810119362942,-3318.5006948308105,-2401.8234031964626
229,229,40 -  ENGINEERING,40138 - ENG SIDEWALKS PATH MAINT,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-2326.0,0.0,0.0,0.0
230,230,30 -  FIRE,30120 - FIRE MEDICAL PROGRAM GENERAL,Revenue,43 - CHARGES FOR SERVICES,43110 - REPRODUCTION SERVICES,-2315.41,-2296.8477460312038,-2002.304439220083,-1355.9427830762074
231,231,50 -  LIBRARY,50300 - LIB COL RES & ACCESS,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-2242.77,0.0,0.0,0.0
232,232,50 -  LIBRARY,50100752 - LIB PUBLIC SERVICE HAWTHORNE,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-2186.2,-1980.6387668962216,-872.7384533007602,0.0
233,233,45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58141 - ID BILLING TO FLEET SERVICES,-2176.21,0.0,0.0,0.0
234,234,51 -  PARKS,51242 - PARK MTC WEST PARKS,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-2175.0,-1887.7468087287891,0.0,0.0
235,235,44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,-2160.0,0.0,0.0,0.0
236,236,45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,-2105.69,-2082.988275175584,-3765.3136916390226,-5556.117275419546
237,237,50 -  LIBRARY,50100754 - LIB PUBLIC SERVICE LAKEVIEW,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-2080.35,-302.21576624686,-3362.952173385596,-128.60156804516492
238,238,50 -  LIBRARY,50300755 - LIB COL RES & ACCESS MEA,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-2044.55,-1202.4061826073585,-988.0756884514183,-688.3304369640947
239,239,51 -  PARKS,51160 - PARK COM REC REC SERVICES,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-2000.0,-2106.8945850920213,-84.5877503126948,-1025.0301453011675
240,240,45 -  TRAFFIC ENGINEERING,45105 - TE SIGNING MAINTENANCE,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-1974.11,0.0,0.0,0.0
241,241,45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58130 - ID BILLING TO FIRE,-1970.36,-3648.6337044378747,-1488.4651291983719,-1842.690262129507
242,242,45 -  TRAFFIC ENGINEERING,45200 - TE STLIGHT,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,-1960.97,53.27918282950837,1803.9406858787454,1255.3026000832158
243,243,45 -  TRAFFIC ENGINEERING,45300 - TE PAVE MARK,Revenue,43 - CHARGES FOR SERVICES,43430 - TRAFFIC PRIVATE ENTITY,-1946.02,-1146.037203301492,0.0,0.0
244,244,50 -  LIBRARY,50300751 - LIB COL RES & ACCESS CENTRAL,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-1911.21,0.0,0.0,0.0
245,245,51 -  PARKS,51160 - PARK COM REC REC SERVICES,Revenue,43 - CHARGES FOR SERVICES,43522 - FACILITY RENTAL,-1833.97,-3404.4407508672393,-212.44393372125614,-452.68697551663087
246,246,44 -  STREETS,44116 - ST TRANSFER STATION OTHER,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-1803.56,0.0,0.0,0.0
247,247,44 -  STREETS,44110521 - ST REFUSE COLLECTION BADG,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-1783.24,0.0,0.0,0.0
248,248,45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,-1767.87,-76936.66509766059,-68218.43515233151,46244.92529309065
249,249,51 -  PARKS,51190 - PARK COM REC WPCRC GENERAL,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-1716.5,-133.69311676549498,-793.2028889232843,-983.4237556394963
250,250,16 -  HUMAN RESOURCES,16300 - HR ORGANIZATIONAL & HEALTH DEV,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-1677.75,-8704.41222081717,-8984.599949383188,-8217.261958180023
251,251,50 -  LIBRARY,50300752 - LIB COL RES & ACCESS HAW,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-1638.85,-2009.9621238401205,-1725.8112001204763,-1420.8960309366666
252,252,45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Revenue,42 - INTERGOV REVENUES,42216 - PAYMENT FOR MUNICIPAL SERVICE,-1608.3,-27135.22645978229,-23408.61018862084,-21966.036685893305
253,253,13 -  CLERK,13100 - CLERK,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-1500.0,-217.1869439840052,-2566.898338848196,0.0
254,254,50 -  LIBRARY,50300756 - LIB COL RES & ACCESS MONROE,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-1429.77,-112.62902347955364,0.0,0.0
255,255,44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,58 - INTER DEPART BILLING,58145 - ID BILLING TO TRAFFIC ENGINEE,-1425.0,0.0,0.0,0.0
